1.0,0,1689.0,385.0,146.62,332.71,1,-1,-1,-1
2.0,0,1689.01723829614,385.01723829613957,146.62,332.71,1,-1,-1,-1
3.0,0,1679.6104288753595,407.983723517635,135.42,307.29,1,-1,-1,-1
4.0,0,1665.1661889391098,377.22167131249796,159.84,362.7,1,-1,-1,-1
5.0,0,1651.3906442124617,387.54423863195154,159.84,362.7,1,-1,-1,-1
1.0,1,1303.0,503.0,61.514,139.59,1,-1,-1,-1
2.0,1,1307.9883052448226,503.01723829613957,61.514,139.59,1,-1,-1,-1
3.0,1,1310.4590834166902,503.03341189321304,61.514,139.59,1,-1,-1,-1
4.0,1,1307.0526704138474,498.0624657271942,67.474,153.11,1,-1,-1,-1
5.0,1,1316.6332323889446,526.5823459890453,52.0,118.0,1,-1,-1,-1
6.0,1,1318.3042832283027,534.384060741022,52.0,118.0,1,-1,-1,-1
7.0,1,1314.6222083362063,507.8863132251613,67.474,153.11,1,-1,-1,-1
8.0,1,1321.0534774382195,507.1966481185086,61.514,139.59,1,-1,-1,-1
9.0,1,1323.1183991961007,495.59574104034755,67.474,153.11,1,-1,-1,-1
10.0,1,1326.5430629415177,496.5320404033241,67.474,153.11,1,-1,-1,-1
11.0,1,1328.8467163936352,497.273542216677,67.474,153.11,1,-1,-1,-1
12.0,1,1328.3788803010284,489.8653001527207,73.864,167.61,1,-1,-1,-1
13.0,1,1330.1226366995097,489.589712904783,73.864,167.61,1,-1,-1,-1
14.0,1,1331.2932667434861,489.4106077034064,73.864,167.61,1,-1,-1,-1
15.0,1,1337.0708139563185,497.17416046265316,67.474,153.11,1,-1,-1,-1
16.0,1,1339.1186004650554,497.8170862375273,67.474,153.11,1,-1,-1,-1
17.0,1,1340.5922915874417,498.36136690504395,67.474,153.11,1,-1,-1,-1
18.0,1,1347.541781225299,504.75616410228577,61.514,139.59,1,-1,-1,-1
19.0,1,1350.6245561270985,504.26129360041386,61.514,139.59,1,-1,-1,-1
20.0,1,1348.2747075323368,490.11838633788193,73.864,167.61,1,-1,-1,-1
21.0,1,1351.11413724874,490.0152930533991,73.864,167.61,1,-1,-1,-1
22.0,1,1353.261931399482,489.9452581415626,73.864,167.61,1,-1,-1,-1
23.0,1,1354.8210667312724,489.9024973116143,73.864,167.61,1,-1,-1,-1
24.0,1,1355.8827689882046,489.881973666769,73.864,167.61,1,-1,-1,-1
25.0,1,1356.5290218915538,489.8792640635329,73.864,167.61,1,-1,-1,-1
26.0,1,1356.8338655539505,489.8904819461047,73.864,167.61,1,-1,-1,-1
27.0,1,1356.863975361097,489.912232063939,73.864,167.61,1,-1,-1,-1
28.0,1,1356.6788803020681,489.9415801999403,73.864,167.61,1,-1,-1,-1
29.0,1,1356.3310632657312,489.9760273508857,73.864,167.61,1,-1,-1,-1
30.0,1,1351.1141122083454,482.2626355372663,79.918,181.35,1,-1,-1,-1
31.0,1,1353.813910831931,489.4055533366254,73.864,167.61,1,-1,-1,-1
32.0,1,1353.4560391605828,489.5432913852919,73.864,167.61,1,-1,-1,-1
33.0,1,1348.3113543125855,481.922312638166,79.918,181.35,1,-1,-1,-1
34.0,1,1351.1455376415915,489.1465732062977,73.864,167.61,1,-1,-1,-1
35.0,1,1350.9667104209038,489.3547869633453,73.864,167.61,1,-1,-1,-1
36.0,1,1350.7827701840683,489.5447074033905,73.864,167.61,1,-1,-1,-1
37.0,1,1350.5999960452573,489.7151017483909,73.864,167.61,1,-1,-1,-1
38.0,1,1350.4232334213775,489.8655587941921,73.864,167.61,1,-1,-1,-1
39.0,1,1350.2560786922522,489.99631639322115,73.864,167.61,1,-1,-1,-1
40.0,1,1350.10105795358,490.1081094244619,73.864,167.61,1,-1,-1,-1
41.0,1,1349.9597957695478,490.2020380743488,73.864,167.61,1,-1,-1,-1
42.0,1,1349.83317125128,490.27945557051316,73.864,167.61,1,-1,-1,-1
43.0,1,1349.7214598882729,490.34187408871753,73.864,167.61,1,-1,-1,-1
44.0,1,1349.624460390487,490.390887315526,73.864,167.61,1,-1,-1,-1
45.0,1,1349.541606414431,490.42810803569137,73.864,167.61,1,-1,-1,-1
46.0,1,1349.4720634974947,490.4551190816096,73.864,167.61,1,-1,-1,-1
47.0,1,1349.4148118507555,490.47343600436534,73.864,167.61,1,-1,-1,-1
48.0,1,1349.3687158909433,490.48447988403314,73.864,167.61,1,-1,-1,-1
49.0,1,1349.3325815481994,490.48955877986464,73.864,167.61,1,-1,-1,-1
50.0,1,1349.3052024826702,490.4898564213813,73.864,167.61,1,-1,-1,-1
51.0,1,1349.2853963909438,490.48642685397635,73.864,167.61,1,-1,-1,-1
52.0,1,1349.2720325916816,490.48019387309114,73.864,167.61,1,-1,-1,-1
53.0,1,1349.264052056095,490.47195420559683,73.864,167.61,1,-1,-1,-1
54.0,1,1349.2604809998447,490.4623835222742,73.864,167.61,1,-1,-1,-1
